"";"dates";"orders";"avg_price";"revenue"
"174";2017-02-18;5;144.294;721.47
"175";2017-02-19;3;187.9;563.7
"176";2017-02-20;5;84.756;423.78
"177";2017-02-21;4.5;98.77675;437.485
"178";2017-02-22;4;112.7975;451.19
"179";2017-02-23;5;183.856;919.28
"180";2017-02-24;5;38.338;191.69
"181";2017-02-25;1;99;99
"182";2017-02-26;8;42.175;337.4
"183";2017-02-27;1;128.99;128.99
"184";2017-02-28;7;249.85;1748.95
"185";2017-03-01;7;122.417142857143;856.92
"186";2017-03-02;3;261.866666666667;785.6
"187";2017-03-03;2;113.9;227.8
"188";2017-03-04;8;153.035;1224.28
"189";2017-03-05;1;16.9;16.9
"190";2017-03-06;6;293.77;1762.62
"191";2017-03-07;2;279.95;559.9
"192";2017-03-08;7;176.722857142857;1237.06
"193";2017-03-09;7;227.957142857143;1595.7
"194";2017-03-10;4;274.9625;1099.85
"195";2017-03-11;5;250.81125;2309.92
"196";2017-03-12;3;226.66;679.98
"197";2017-03-13;6;101.875;611.25
"198";2017-03-14;13;77.1461538461539;1002.9
"199";2017-03-15;8;125.78375;1006.27
"200";2017-03-16;8;123.37;986.96
"201";2017-03-17;4;87.2125;348.85
"202";2017-03-18;2;192.05;384.1
"203";2017-03-19;2;134.96;269.92
"204";2017-03-20;2;101.994166666667;883.99
"205";2017-03-21;6;69.0283333333333;414.17
"206";2017-03-22;3;145.6;436.8
"207";2017-03-23;6;63.1516666666667;378.91
"208";2017-03-24;1;139.99;139.99
"209";2017-03-25;7;135.071428571429;945.5
"210";2017-03-26;9;126.502222222222;1138.52
"211";2017-03-27;3;116.32;348.96
"212";2017-03-28;14;99.9428571428572;1399.2
"213";2017-03-29;3;178.816666666667;536.45
"214";2017-03-30;8;137.27125;1098.17
"215";2017-03-31;3;316.62;949.86
"216";2017-04-01;5;226.613333333333;2605.06
"217";2017-04-02;3;136.606666666667;409.82
"218";2017-04-03;3;85.3033333333333;255.91
"219";2017-04-04;3.5;75.4511111111111;2530.905
"220";2017-04-05;4;65.5988888888889;1349.0725
"221";2017-04-06;3;55.7466666666667;167.24
"222";2017-04-07;4;266.8225;1067.29
"223";2017-04-08;4;79.2225;316.89
"224";2017-04-09;1;24.99;24.99
"225";2017-04-10;3;205.82;617.46
"226";2017-04-11;5;173.54;867.7
"227";2017-04-12;2;54.5;109
"228";2017-04-13;1;112.083333333333;680
"229";2017-04-14;3;169.666666666667;509
"230";2017-04-15;3;354.33;1062.99
"231";2017-04-16;2;129.445;258.89
"232";2017-04-17;3;78.6266666666667;235.88
"233";2017-04-18;1;345;345
"234";2017-04-19;4;153.585;614.34
"235";2017-04-20;7;165.994285714286;1161.96
"236";2017-04-21;7;183.078571428571;1281.55
"237";2017-04-22;9;389.087777777778;3501.79
"238";2017-04-23;7;187.615714285714;1313.31
"239";2017-04-24;9;191.608888888889;1724.48
"240";2017-04-25;5;305.77;1528.85
"241";2017-04-26;12;89.1091666666667;1069.31
"242";2017-04-27;7;145.368571428571;1017.58
"243";2017-04-28;10;177.648;1776.48
"244";2017-04-29;4;298.3;1193.2
"245";2017-04-30;1;186.96;186.96
"246";2017-05-01;5;123.932;619.66
"247";2017-05-02;6;176.5;1059
"248";2017-05-03;6;63.9866666666667;383.92
"249";2017-05-04;6;128.326666666667;769.96
"250";2017-05-05;5;205.136111111111;2659.58
"251";2017-05-06;9;281.945555555556;2537.51
"252";2017-05-07;7;93.3985714285714;653.79
"253";2017-05-08;2;126.99;253.98
"254";2017-05-09;4;82.6475;330.59
"255";2017-05-10;4;132.945;531.78
"256";2017-05-11;7;297.565714285714;2082.96
"257";2017-05-12;4;178.7725;715.09
"258";2017-05-13;6;258.223333333333;1549.34
"259";2017-05-14;9;190.508888888889;1714.58
"260";2017-05-15;8;109.725;877.8
"261";2017-05-16;8;116.33375;930.67
"262";2017-05-17;5;80.656;403.28
"263";2017-05-18;5;249.596;1247.98
"264";2017-05-19;15;121.779333333333;1826.69
"265";2017-05-20;2;159.9;319.8
"266";2017-05-21;1;120;120
"267";2017-05-22;10;406.645;532.975
"268";2017-05-23;12;78.8291666666667;945.95
"269";2017-05-24;4;246.31;985.24
"270";2017-05-25;8;108.4;867.2
"271";2017-05-26;1;379.99;379.99
"272";2017-05-27;4;259;1036
"273";2017-05-28;2;47.375;94.75
"274";2017-05-29;5;103.332;516.66
"275";2017-05-30;5;353.18;1765.9
"276";2017-05-31;2;347.49;694.98
"277";2017-06-01;5;57.574;287.87
"278";2017-06-02;6;54.887;2940.59
"279";2017-06-03;2;52.2;104.4
"280";2017-06-04;5;188.96;944.8
"281";2017-06-05;5;130.841111111111;3463.88
"282";2017-06-06;9;72.7222222222222;654.5
"283";2017-06-07;7;203.371428571429;1423.6
"284";2017-06-08;5;274.167380952381;2512.9
"285";2017-06-09;3;344.963333333333;1034.89
"286";2017-06-10;4;86.945;347.78
"287";2017-06-11;2;84.585;169.17
"288";2017-06-12;8;186.14;1489.12
"289";2017-06-13;3;57.9633333333333;173.89
"290";2017-06-14;10;96.2972222222222;1259.285
"291";2017-06-15;5;134.631111111111;2344.68
"292";2017-06-16;2;172.965;345.93
"293";2017-06-17;6;203.775757575758;3364.17
"294";2017-06-18;6;234.586515151515;3141.77
"295";2017-06-19;11;265.397272727273;2919.37
"296";2017-06-20;1;39.9;39.9
"297";2017-06-21;2;91.51125;2069.89
"298";2017-06-22;4;143.1225;572.49
"299";2017-06-23;2;96.00625;1219
"300";2017-06-24;1;48.89;48.89
"301";2017-06-25;12;149.758333333333;1797.1
"302";2017-06-26;4;69.6425;278.57
"303";2017-06-27;8;129.27125;1034.17
"304";2017-06-28;6;364.833333333333;2189
"305";2017-06-29;3;121.666666666667;365
"306";2017-06-30;3;95.6;286.8
"307";2017-07-01;6;211.548333333333;1269.29
"308";2017-07-02;1;181.83032051282;990
"309";2017-07-03;13;152.112307692308;1977.46
"310";2017-07-04;1;89.9;89.9
"311";2017-07-05;5;129.558;647.79
"312";2017-07-06;5;114.12;570.6
"313";2017-07-07;1;69.9;69.9
"314";2017-07-08;5;75.72;378.6
"315";2017-07-09;1;259;259
"316";2017-07-10;4;66.925;267.7
"317";2017-07-11;5;84.558;422.79
"318";2017-07-12;9;43.81;394.29
"319";2017-07-13;3;43.9333333333333;131.8
"320";2017-07-14;5;44.324;221.62
"321";2017-07-15;1;25.9;25.9
"322";2017-07-16;2.5;18.9432;473.58
"323";2017-07-17;4;211.9725;847.89
"324";2017-07-18;6;184.94375;581.86
"325";2017-07-19;2;157.915;315.83
"326";2017-07-20;8;37.76125;302.09
"327";2017-07-21;6;240.583333333333;1443.5
"328";2017-07-22;2;109.45;218.9
"329";2017-07-23;3;178.266666666667;534.8
"330";2017-07-24;7;185.927142857143;1301.49
"331";2017-07-25;2;25.9;51.8
"332";2017-07-26;3;63;189
"333";2017-07-27;8;374.20875;2993.67
"334";2017-07-28;6;90.1;540.6
"335";2017-07-29;4;86.275;352.75
"336";2017-07-30;2;82.45;164.9
"337";2017-07-31;6;63.55;381.3
"338";2017-08-01;13;192.337692307692;2500.39
"339";2017-08-02;3;102.266666666667;306.8
"340";2017-08-03;5;192.12;960.6
"341";2017-08-04;3;50.2666666666667;150.8
"342";2017-08-05;1;37.99;37.99
"343";2017-08-06;4;319.665;1278.66
"344";2017-08-07;5;147.798;738.99
"345";2017-08-08;2;216.995;433.99
"346";2017-08-09;10;115.27;1152.7
"347";2017-08-10;6;72.6666666666667;436
"348";2017-08-11;8;41.4075;331.26
"349";2017-08-12;6;338.678333333333;2032.07
"350";2017-08-13;2;301.3225;959.99
"351";2017-08-14;6;263.966666666667;1583.8
"352";2017-08-15;3;139.566666666667;418.7
"353";2017-08-16;6;143.642222222222;874.08
"354";2017-08-17;9;147.717777777778;1329.46
"355";2017-08-18;12;67.7158333333333;812.59
"356";2017-08-19;4;103.9475;415.79
"357";2017-08-20;5;135.94;679.7
"358";2017-08-21;5;123.18;615.9
"359";2017-08-22;7;137.557142857143;962.9
"360";2017-08-23;4;270.1975;1080.79
"361";2017-08-24;6;127.798333333333;766.79
"362";2017-08-25;2;182.3;364.6
"363";2017-08-26;4;111.155;444.62
"364";2017-08-27;4;66.6975;266.79
"365";2017-08-28;7;123.227142857143;862.59
"366";2017-08-29;10;81.533;815.33
"367";2017-08-30;4;58.67;234.68
"368";2017-08-31;6;104.2;625.2
"369";2017-09-01;3;175.133333333333;525.4
"370";2017-09-02;2;259.5;519
"371";2017-09-03;6;194.991666666667;1169.95
"372";2017-09-04;5;291.078;1455.39
"373";2017-09-05;7.5;119.949;2398.98
"374";2017-09-06;10;242.806;2428.06
"375";2017-09-07;3;351.266666666667;1053.8
"376";2017-09-08;5;186.196;930.98
"377";2017-09-09;11;274.84;3023.24
"378";2017-09-10;9;167.621111111111;1508.59
"379";2017-09-11;5;88.716;443.58
"380";2017-09-12;2;106.735;213.47
"381";2017-09-13;1;55.9;55.9
"382";2017-09-14;11;170.570909090909;1876.28
"383";2017-09-15;9;51.6333333333333;464.7
"384";2017-09-16;9;152.117777777778;1369.06
"385";2017-09-17;9;88.0822222222222;792.74
"386";2017-09-18;10;182.029;1820.29
"387";2017-09-19;4;305.975;1223.9
"388";2017-09-20;13;120.495384615385;1566.44
"389";2017-09-21;18;102.010555555556;1836.19
"390";2017-09-22;4;150.25;601
"391";2017-09-23;12;87.4166666666667;1049
"392";2017-09-24;4;89.925;359.7
"393";2017-09-25;7;99.6471428571429;697.53
"394";2017-09-26;9;93.02;837.18
"395";2017-09-27;9;167.455555555556;1507.1
"396";2017-09-28;12;178.548333333333;2142.58
"397";2017-09-29;6;313.515;1881.09
"398";2017-09-30;8;46.3125;370.5
"399";2017-10-01;5;246.66;1233.3
"400";2017-10-02;10;106.629;1066.29
"401";2017-10-03;7;125.202857142857;876.42
"402";2017-10-04;4;194.4725;777.89
"403";2017-10-05;6;156.4;938.4
"404";2017-10-06;11;59.0809090909091;649.89
"405";2017-10-07;7;202.955714285714;1420.69
"406";2017-10-08;6;82.6233333333333;495.74
"407";2017-10-09;11;269.144545454545;2960.59
"408";2017-10-10;14;87.7142857142857;1228
"409";2017-10-11;7;109.625476190476;3333.59
"410";2017-10-12;6;131.536666666667;789.22
"411";2017-10-13;5;146.48;732.4
"412";2017-10-14;3;87.7;263.1
"413";2017-10-15;5;68.74;343.7
"414";2017-10-16;10;190.254;1902.54
"415";2017-10-17;9;385.738888888889;3471.65
"416";2017-10-18;5;161.598;807.99
"417";2017-10-19;9;101.891111111111;917.02
"418";2017-10-20;4;145.2025;580.81
"419";2017-10-21;5;441.992;2209.96
"420";2017-10-22;11;210.510909090909;2315.62
"421";2017-10-23;6;152.230454545455;2793.4
"422";2017-10-24;7;93.95;657.65
"423";2017-10-25;2;45.2;90.4
"424";2017-10-26;12;256.169166666667;3074.03
"425";2017-10-27;8;208.2725;1666.18
"426";2017-10-28;5;120.5;602.5
"427";2017-10-29;5;82.158;410.79
"428";2017-10-30;3;121.853333333333;365.56
"429";2017-10-31;10;97.537;975.37
"430";2017-11-01;7;183.7185;1027.485
"431";2017-11-02;4;269.9;1079.6
"432";2017-11-03;11;313.717272727273;3450.89
"433";2017-11-04;4;87.4475;349.79
"434";2017-11-05;12;189.1125;2269.35
"435";2017-11-06;11;203.632083333333;2910.96
"436";2017-11-07;10;355.257;3552.57
"437";2017-11-08;8;145.59875;1164.79
"438";2017-11-09;11;191.875454545455;2110.63
"439";2017-11-10;12;109.715833333333;1316.59
"440";2017-11-11;9;77.8988888888889;701.09
"441";2017-11-12;1;89.9;89.9
"442";2017-11-13;11;83.2618181818182;915.88
"443";2017-11-14;17;202.203529411765;3437.46
"444";2017-11-15;7;141.267142857143;988.87
"445";2017-11-16;10;112.808;1128.08
"446";2017-11-17;12;151.169166666667;1814.03
"447";2017-11-18;9;142.888888888889;1286
"448";2017-11-19;7;202.97;1420.79
"449";2017-11-20;17;124.694117647059;2119.8
"450";2017-11-21;7;316.355714285714;2214.49
"451";2017-11-22;14;92.8842857142857;1300.38
"452";2017-11-23;14;103.720714285714;1452.09
"453";2017-11-24;18.5;168.803918918919;2165.235
"454";2017-11-25;23;125.146956521739;2878.38
"455";2017-11-26;23;143.254782608696;3294.86
"456";2017-11-27;21;119.570476190476;2510.98
"457";2017-11-28;14;127.172142857143;1780.41
"458";2017-11-29;12;241.456666666667;2897.48
"459";2017-11-30;14;149.847857142857;2097.87
"460";2017-12-01;17;247.061764705882;4200.05
"461";2017-12-02;17;129.314705882353;2198.35
"462";2017-12-03;6;184.616666666667;1107.7
"463";2017-12-04;19;198.834736842105;3777.86
"464";2017-12-05;16;117.960625;1887.37
"465";2017-12-06;10;238.89;2388.9
"466";2017-12-07;15;160.344;2405.16
"467";2017-12-08;12;209.849166666667;2518.19
"468";2017-12-09;6;175.437583333333;3167.69
"469";2017-12-10;10;141.026;1410.26
"470";2017-12-11;15;127.789333333333;1916.84
"471";2017-12-12;14;169.962857142857;2379.48
"472";2017-12-13;13;186.267692307692;2421.48
"473";2017-12-14;10;397.289;3972.89
"474";2017-12-15;8;319.23625;2553.89
"475";2017-12-16;5;229.558;1147.79
"476";2017-12-17;5;102.49;512.45
"477";2017-12-18;6;144.975769230769;3216.79
"478";2017-12-19;13;187.461538461539;2437
"479";2017-12-20;15;231.686;3475.29
"480";2017-12-21;10;224.004;2240.04
"481";2017-12-22;5;202.648;1013.24
"482";2017-12-23;8;274.4375;2195.5
"483";2017-12-24;2;232.45;464.9
"484";2017-12-25;8;302.14875;2417.19
"485";2017-12-26;17;198.349411764706;3371.94
"486";2017-12-27;17;131.505882352941;2235.6
"487";2017-12-28;9;115.155555555556;1036.4
"488";2017-12-29;4;150.2225;600.89
"489";2017-12-30;12;212.17;2546.04
"490";2017-12-31;4;116.9725;467.89
"491";2018-01-01;6;82.7566666666667;496.54
"492";2018-01-02;17;82.3029411764706;1399.15
"493";2018-01-03;15;216.887333333333;3253.31
"494";2018-01-04;21;147.872857142857;3105.33
"495";2018-01-05;18;144.014444444444;2592.26
"496";2018-01-06;21;112.064285714286;2353.35
"497";2018-01-07;1;45.9;45.9
"498";2018-01-08;7;282.811428571429;1979.68
"499";2018-01-09;12;142.238333333333;1706.86
"500";2018-01-10;23;111.822173913044;2571.91
"501";2018-01-11;9;298.4;2685.6
"502";2018-01-12;9;96.69;870.21
"503";2018-01-13;14;347.977142857143;2394.86
"504";2018-01-14;20;195.9755;3919.51
"505";2018-01-15;21;155.419047619048;3263.8
"506";2018-01-16;14;394.557142857143;3146.39
"507";2018-01-17;20;313.6975;3028.98
"508";2018-01-18;19;153.24052631579;2911.57
"509";2018-01-19;7;343.864285714286;2407.05
"510";2018-01-20;9;111.913333333333;1007.22
"511";2018-01-21;12;246.315833333333;2955.79
"512";2018-01-22;9.5;114.318108108108;4229.77
"513";2018-01-23;7;152.982857142857;1070.88
"514";2018-01-24;13;169.747692307692;2206.72
"515";2018-01-25;12;127.868333333333;1534.42
"516";2018-01-26;5;119.596;597.98
"517";2018-01-27;3;93.9633333333333;281.89
"518";2018-01-28;10;65.379;653.79
"519";2018-01-29;17;135.877647058824;2309.92
"520";2018-01-30;8;63.0875;504.7
"521";2018-01-31;12;188.291666666667;2259.5
"522";2018-02-01;3;58.5666666666667;175.7
"523";2018-02-02;8;72.91;583.28
"524";2018-02-03;2;157.5;315
"525";2018-02-04;3;221.356666666667;664.07
"526";2018-02-05;11;108.299090909091;1191.29
"527";2018-02-06;11;83.17;914.87
"528";2018-02-07;21;78.6990476190476;1652.68
"529";2018-02-08;17;93.5482352941176;1590.32
"530";2018-02-09;9;291.286666666667;2621.58
"531";2018-02-10;12;142.224166666667;1706.69
"532";2018-02-11;13;89.7653846153846;1166.95
"533";2018-02-12;12;123.473333333333;1481.68
"534";2018-02-13;12;78.6475;943.77
"535";2018-02-14;20;122.5035;2450.07
"536";2018-02-15;2;91.495;182.99
"537";2018-02-16;7;348.601428571429;2440.21
"538";2018-02-17;2;108;216
"539";2018-02-18;3;122.566666666667;367.7
"540";2018-02-19;8;92.535;740.28
"541";2018-02-20;22;126.247727272727;2777.45
"542";2018-02-21;20.5;167.304166666667;4015.3
"543";2018-02-22;19;85.4022580645161;2989.39
"544";2018-02-23;17.5;75.5184615384616;1963.48
"545";2018-02-24;16;136.95875;2191.34
"546";2018-02-25;19;165.815263157895;3150.49
"547";2018-02-26;16.5;70.6144444444445;2542.12
"548";2018-02-27;14;87.3668421052632;3319.94
"549";2018-02-28;11.5;120.571428571429;3376
"550";2018-03-01;9;53.41;480.69
"551";2018-03-02;15;84.9006666666667;1273.51
"552";2018-03-03;12;100.165833333333;1201.99
"553";2018-03-04;5;264.42;1322.1
"554";2018-03-05;19;112.373684210526;2135.1
"555";2018-03-06;14;292.792142857143;4099.09
"556";2018-03-07;8;72.25375;578.03
"557";2018-03-08;8;252.3625;2018.9
"558";2018-03-09;8;253.91125;2031.29
"559";2018-03-10;8;204.21;1633.68
"560";2018-03-11;11;403.92;1241.52
"561";2018-03-12;8;106.17;849.36
"562";2018-03-13;15;223.278;3349.17
"563";2018-03-14;18;79.3144444444445;1427.66
"564";2018-03-15;19;120.76947368421;2294.62
"565";2018-03-16;22;80.2390909090909;1765.26
"566";2018-03-17;12;96.73;1160.76
"567";2018-03-18;11;130.450909090909;1434.96
"568";2018-03-19;18;146.720555555556;2640.97
"569";2018-03-20;7;91.2428571428571;638.7
"570";2018-03-21;11;141.597272727273;1557.57
"571";2018-03-22;15;106.948666666667;1604.23
"572";2018-03-23;9;131.25;1181.25
"573";2018-03-24;10;108.31;1083.1
"574";2018-03-25;3;184.613333333333;553.84
"575";2018-03-26;17;94.98;1614.66
"576";2018-03-27;11;149.668181818182;1646.35
"577";2018-03-28;8;298.09625;2384.77
"578";2018-03-29;17;84.1994117647059;1431.39
"579";2018-03-30;12;156.31;1875.72
"580";2018-03-31;8;125.57125;1004.57
"581";2018-04-01;1;147.9;147.9
"582";2018-04-02;16;130.995625;2095.93
"583";2018-04-03;6;127.963333333333;767.78
"584";2018-04-04;8;52.5275;420.22
"585";2018-04-05;8;84.48625;675.89
"586";2018-04-06;8;242.50875;1940.07
"587";2018-04-07;7;197.125625;3024.63
"588";2018-04-08;16;151.7425;2427.88
"589";2018-04-09;19;226.103684210526;1908.16
"590";2018-04-10;16;86.7775;1388.44
"591";2018-04-11;13;153.513076923077;1995.67
"592";2018-04-12;6;155.248333333333;931.49
"593";2018-04-13;15;92.6246666666667;1389.37
"594";2018-04-14;5;62.38;311.9
"595";2018-04-15;7;88.75;621.25
"596";2018-04-16;17;160.081764705882;2721.39
"597";2018-04-17;19;84.7642105263158;1610.52
"598";2018-04-18;16;73.695;1179.12
"599";2018-04-19;13;107.703076923077;1400.14
"600";2018-04-20;5;116.794;583.97
"601";2018-04-21;4;152.87;611.48
"602";2018-04-22;5;102.516;512.58
"603";2018-04-23;4;88.22;352.88
"604";2018-04-24;7;73.9671428571429;517.77
"605";2018-04-25;9;226.63;2039.67
"606";2018-04-26;8;120.55;964.4
"607";2018-04-27;11;234.782727272727;2582.61
"608";2018-04-28;8;151.247474747475;3656.48
"609";2018-04-29;9;67.7122222222222;609.41
"610";2018-04-30;14;165.649285714286;2319.09
"611";2018-05-01;6;207.716666666667;1246.3
"612";2018-05-02;15;162.351333333333;2435.27
"613";2018-05-03;13;128.214615384615;1666.79
"614";2018-05-04;8;141.0875;1128.7
"615";2018-05-05;12;121.44;1457.28
"616";2018-05-06;7;138.43;969.01
"617";2018-05-07;18;182.626111111111;3287.27
"618";2018-05-08;12;217.624166666667;2611.49
"619";2018-05-09;12;192.333333333333;2308
"620";2018-05-10;11;335.071818181818;3685.79
"621";2018-05-11;7;183.01;1281.07
"622";2018-05-12;10;133.906;1339.06
"623";2018-05-13;3;267.033333333333;801.1
"624";2018-05-14;14;118.743571428571;1662.41
"625";2018-05-15;9;158.274444444444;1424.47
"626";2018-05-16;11;222.853636363636;2451.39
"627";2018-05-17;5;176.074;880.37
"628";2018-05-18;13;104.564615384615;1359.34
"629";2018-05-19;1;129.9;129.9
"630";2018-05-20;2;140.4;280.8
"631";2018-05-21;6;208.741666666667;1252.45
"632";2018-05-22;12;149.403333333333;1792.84
"633";2018-05-23;7;62.95;440.65
"634";2018-05-24;3;79.6;238.8
"635";2018-05-25;1;99.9;99.9
"636";2018-05-26;3;132.566666666667;397.7
"637";2018-05-27;4;101.925;407.7
"638";2018-05-28;10;91.828;918.28
"639";2018-05-29;13;112.528461538462;1462.87
"640";2018-05-30;4;291.9425;1167.77
"641";2018-05-31;5;167.848;839.24
"642";2018-06-01;9;126.218888888889;1135.97
"643";2018-06-02;8;74.86;598.88
"644";2018-06-03;9;306.663333333333;2759.97
"645";2018-06-04;15;113.615333333333;1704.23
"646";2018-06-05;6;276.306666666667;1657.84
"647";2018-06-06;12;123.261666666667;1479.14
"648";2018-06-07;9;136.773333333333;1230.96
"649";2018-06-08;9;243.008888888889;2187.08
"650";2018-06-09;9;79.6433333333333;716.79
"651";2018-06-10;12;147.633333333333;1771.6
"652";2018-06-11;4;124.585;498.34
"653";2018-06-12;6;412.233333333333;2473.4
"654";2018-06-13;10;172.135;1721.35
"655";2018-06-14;6;84.8416666666667;509.05
"656";2018-06-15;4;120.035;480.14
"657";2018-06-16;3;194;582
"658";2018-06-17;4;94.7575;379.03
"659";2018-06-18;7;67.1628571428571;470.14
"660";2018-06-19;10;169.21;1692.1
"661";2018-06-20;9;73.9711111111111;665.74
"662";2018-06-21;16;94.565625;1513.05
"663";2018-06-22;3;142.266666666667;426.8
"664";2018-06-23;3;123.933333333333;371.8
"665";2018-06-24;4;108.3725;433.49
"666";2018-06-25;8;166.675;1333.4
"667";2018-06-26;7;94.5142857142857;661.6
"668";2018-06-27;6;111.098333333333;666.59
"669";2018-06-28;10;288.04;2880.4
