"";"dates";"orders";"avg_price";"revenue"
"148";2017-01-23;23;126.376086956522;2906.65
"149";2017-01-24;20;169.201;3384.02
"150";2017-01-25;26;168.517307692308;4381.45
"151";2017-01-26;44;176.931730769231;9140.42999999999
"152";2017-01-27;39;185.346153846154;7228.5
"153";2017-01-28;13;177.782214854111;2875.95
"154";2017-01-29;29;170.218275862069;4936.33
"155";2017-01-30;28;171.372833583208;5976.67
"156";2017-01-31;46;172.527391304348;7936.26
"157";2017-02-01;28;90.4482142857143;2532.55
"158";2017-02-02;33;126.868787878788;4186.67
"159";2017-02-03;36;147.653888888889;5315.54
"160";2017-02-04;39;125.316277777778;8531.76999999999
"161";2017-02-05;45;102.978666666667;4634.04
"162";2017-02-06;44;116.970681818182;5146.71
"163";2017-02-07;54;140.65;7595.09999999999
"164";2017-02-08;42;133.015;5586.63
"165";2017-02-09;41;150.015121951219;6150.62
"166";2017-02-10;37;108.416424611973;8072.80999999999
"167";2017-02-11;22;66.8177272727273;1469.99
"168";2017-02-12;38;85.7904425837321;11722.79
"169";2017-02-13;38;104.763157894737;3981
"170";2017-02-14;46;154.355217391304;7100.33999999999
"171";2017-02-15;22;75.3740909090909;1658.23
"172";2017-02-16;24;133.705416666667;3208.93
"173";2017-02-17;31;134.687419354839;4175.31
"174";2017-02-18;36;95.9477777777778;3454.12
"175";2017-02-19;25;88.2356;2205.89
"176";2017-02-20;30;139.897333333333;4196.92
"177";2017-02-21;22;125.842;5266.51
"178";2017-02-22;30;111.786666666667;3353.6
"179";2017-02-23;30;62.564;1876.92
"180";2017-02-24;38;109.760263157895;4170.89
"181";2017-02-25;28;122.072142857143;3418.02
"182";2017-02-26;22;90.2204545454546;1984.85
"183";2017-02-27;26;159.481923076923;4146.53
"184";2017-02-28;35;165.025714285714;5775.9
"185";2017-03-01;61;116.447540983606;7103.29999999999
"186";2017-03-02;42;169.186904761905;7105.84999999999
"187";2017-03-03;38;169.878947368421;6455.4
"188";2017-03-04;43;162.020697674419;6966.89
"189";2017-03-05;45;62.132;2795.94
"190";2017-03-06;49;83.2634693877551;4079.91
"191";2017-03-07;56;128.011607142857;7168.65
"192";2017-03-08;37;128.855135135135;4767.64
"193";2017-03-09;56;104.708214285714;5863.66
"194";2017-03-10;47;118.148510638298;5552.98
"195";2017-03-11;52;119.681153846154;6223.42
"196";2017-03-12;37;72.1727027027027;2670.39
"197";2017-03-13;72;162.243472222222;11681.53
"198";2017-03-14;57;165.518596491228;9434.55999999999
"199";2017-03-15;50;133.7522;6687.61
"200";2017-03-16;68;108.123088235294;7352.36999999999
"201";2017-03-17;35;194.398285714286;6803.94
"202";2017-03-18;41;155.964857142857;11976.67
"203";2017-03-19;35;117.531428571429;4113.6
"204";2017-03-20;75;114.456;8584.19999999999
"205";2017-03-21;54;117.754259259259;6358.73
"206";2017-03-22;55;139.100727272727;7650.53999999999
"207";2017-03-23;70;157.983285714286;11058.83
"208";2017-03-24;48;144.626041666667;6942.05
"209";2017-03-25;36;103.306388888889;3719.03
"210";2017-03-26;37;87.3875675675676;3233.34
"211";2017-03-27;60;101.981166666667;6118.86999999999
"212";2017-03-28;55;124.303454545454;6836.69
"213";2017-03-29;45;114.690222222222;5161.06
"214";2017-03-30;38;121.16447368421;4604.25
"215";2017-03-31;37;114.760787334189;8348.86
"216";2017-04-01;41;108.357100984168;13032.71
"217";2017-04-02;41;101.953414634146;4180.09
"218";2017-04-03;46;142.195;6540.96999999999
"219";2017-04-04;64;125.571875;8036.59999999999
"220";2017-04-05;53;154.482641509434;8187.57999999999
"221";2017-04-06;65;167.902784169351;14650.9
"222";2017-04-07;41;181.322926829268;7434.24
"223";2017-04-08;35;149.084;5217.94
"224";2017-04-09;52;104.479230769231;5432.92
"225";2017-04-10;48;145.860416666667;7001.3
"226";2017-04-11;37;109.85;4064.45
"227";2017-04-12;41;155.02;6355.82
"228";2017-04-13;30;146.545333333333;4396.36
"229";2017-04-14;36;168.670833333333;6072.15
"230";2017-04-15;28;125.0925;3502.59
"231";2017-04-16;24;124.37;2984.88
"232";2017-04-17;39;172.974871794872;6746.02
"233";2017-04-18;54;143.125743589744;17769.24
"234";2017-04-19;65;113.276615384615;7362.97999999999
"235";2017-04-20;65;137.532769230769;8939.63
"236";2017-04-21;43;105.369302325581;4530.88
"237";2017-04-22;52;114.2075;5938.79
"238";2017-04-23;46;92.0684782608696;4235.15
"239";2017-04-24;79;123.727594936709;9774.47999999999
"240";2017-04-25;58;113.146206896552;6562.47999999999
"241";2017-04-26;63;118.282857142857;7451.82
"242";2017-04-27;55;100.066727272727;5503.67
"243";2017-04-28;56;167.070714285714;9355.95999999999
"244";2017-04-29;43;128.547674418605;5527.55
"245";2017-04-30;38;113.183421052632;4300.97
"246";2017-05-01;62;107.467419354839;6662.98
"247";2017-05-02;75;138.2572;10369.29
"248";2017-05-03;60;97.7563333333333;5865.38
"249";2017-05-04;57;118.659298245614;6763.58
"250";2017-05-05;55;93.6849090909091;5152.67
"251";2017-05-06;67;138.300895522388;9266.16
"252";2017-05-07;60;196.569666666667;11794.18
"253";2017-05-08;82;124.122926829268;10178.08
"254";2017-05-09;82;141.749146341463;11623.43
"255";2017-05-10;68;154.44544117647;10502.29
"256";2017-05-11;69;113.054347826087;7800.74999999999
"257";2017-05-12;72;88.5427777777777;6375.08
"258";2017-05-13;38;93.033947368421;3535.29
"259";2017-05-14;72;113.732916666667;8188.76999999999
"260";2017-05-15;81;120.074444444444;9726.02999999999
"261";2017-05-16;88;142.476931818182;12537.97
"262";2017-05-17;82;139.003292682927;11398.27
"263";2017-05-18;76;141.812236842105;10777.73
"264";2017-05-19;89;112.934494382022;10051.17
"265";2017-05-20;36;125.598055555556;4521.53
"266";2017-05-21;90;114.198333333333;10277.85
"267";2017-05-22;93;134.040215053763;12465.74
"268";2017-05-23;78;149.170512820513;11635.3
"269";2017-05-24;88;201.785454545455;17757.12
"270";2017-05-25;58;158.82224137931;9211.68999999999
"271";2017-05-26;42;134.787857142857;5661.09
"272";2017-05-27;44;159.963181818182;7038.38
"273";2017-05-28;61;87.14;5315.54
"274";2017-05-29;104;103.642115384615;10778.78
"275";2017-05-30;66;136.673939393939;9020.47999999999
"276";2017-05-31;78;148.181538461538;11558.16
"277";2017-06-01;67;161.113134328358;10794.58
"278";2017-06-02;80;138.644375;11091.55
"279";2017-06-03;57;106.483333333333;6069.55
"280";2017-06-04;56;160.216071428571;8972.09999999999
"281";2017-06-05;80;127.368;10189.44
"282";2017-06-06;82;94.270975609756;7730.21999999999
"283";2017-06-07;65;105.761384615385;6874.48999999999
"284";2017-06-08;72;120.855416666667;8701.58999999999
"285";2017-06-09;67;116.862686567164;7829.79999999999
"286";2017-06-10;37;107.555945945946;3979.57
"287";2017-06-11;65;137.205692307692;8918.36999999999
"288";2017-06-12;66;100.275454545454;6618.17999999999
"289";2017-06-13;84;126.931785714286;10662.27
"290";2017-06-14;83;90.9051807228915;7545.12999999999
"291";2017-06-15;68;120.802205882353;8214.54999999999
"292";2017-06-16;59;111.252372881356;6563.89
"293";2017-06-17;41;125.550975609756;5147.59
"294";2017-06-18;50;164.7156;8235.78
"295";2017-06-19;104;128.317115384615;13344.98
"296";2017-06-20;49;115.221428571429;5645.85
"297";2017-06-21;21;132.58;2784.18
"298";2017-06-22;43;117.235348837209;5041.12
"299";2017-06-23;48;99.4764583333333;4774.87
"300";2017-06-24;45;92.2631111111111;4151.84
"301";2017-06-25;58;175.39775862069;10173.07
"302";2017-06-26;35;138.773740421456;9926.86
"303";2017-06-27;72;102.149722222222;7354.77999999999
"304";2017-06-28;55;91.3078181818181;5021.92999999999
"305";2017-06-29;61;95.6539344262295;5834.89
"306";2017-06-30;53;144.219433962264;7643.63
"307";2017-07-01;51;122.472352941176;6246.09
"308";2017-07-02;69;87.6357971014492;6046.87
"309";2017-07-03;67;133.72671641791;8959.69
"310";2017-07-04;64;128.25625;8208.39999999999
"311";2017-07-05;84;151.969166666667;12765.41
"312";2017-07-06;94;123.550638297872;11613.76
"313";2017-07-07;83;104.706144578313;8690.60999999999
"314";2017-07-08;38;104.940263157895;3987.73
"315";2017-07-09;59;84.1761016949152;4966.39
"316";2017-07-10;76;106.826184210526;8118.78999999999
"317";2017-07-11;97;99.7036082474226;9671.24999999999
"318";2017-07-12;78;127.164743589743;9918.84999999999
"319";2017-07-13;86;98.1266279069767;8438.88999999999
"320";2017-07-14;101;114.623465346535;11576.97
"321";2017-07-15;60;93.6733333333333;5620.4
"322";2017-07-16;76;116.493289473684;8853.48999999999
"323";2017-07-17;112;121.085;13561.52
"324";2017-07-18;114;119.726929824561;13648.87
"325";2017-07-19;64;97.0437499999999;6210.8
"326";2017-07-20;83;137.006987951807;11371.58
"327";2017-07-21;64;96.9996875;6207.98
"328";2017-07-22;49;119.769795918367;5868.72
"329";2017-07-23;60;107.112666666667;6426.75999999999
"330";2017-07-24;96;112.901041666667;10838.5
"331";2017-07-25;94;119.684787234042;11250.37
"332";2017-07-26;77;82.5594805194805;6357.08
"333";2017-07-27;81;95.9874074074073;7774.97999999999
"334";2017-07-28;88;140.6625;12378.3
"335";2017-07-29;82;131.350243902439;10770.72
"336";2017-07-30;64;96.9239062499999;6203.12999999999
"337";2017-07-31;90;110.529111111111;9947.61999999999
"338";2017-08-01;80;121.21475;9697.17999999999
"339";2017-08-02;88;105.104545454545;9249.19999999999
"340";2017-08-03;79;122.356455696202;9666.15999999999
"341";2017-08-04;80;115.742875;9259.42999999999
"342";2017-08-05;70;114.507;8015.48999999999
"343";2017-08-06;48;126.896041666667;6091.01
"344";2017-08-07;97;133.528762886598;12952.29
"345";2017-08-08;70;134.366571428571;9405.65999999999
"346";2017-08-09;90;126.896666666667;11420.7
"347";2017-08-10;89;122.043820224719;10861.9
"348";2017-08-11;83;107.087831325301;8888.28999999999
"349";2017-08-12;57;99.7408771929824;5685.23
"350";2017-08-13;59;87.0730508474576;5137.31
"351";2017-08-14;97;91.9185567010308;8916.09999999999
"352";2017-08-15;102;117.109705882353;11945.19
"353";2017-08-16;104;116.099903846154;12074.39
"354";2017-08-17;81;110.646419753086;8962.35999999999
"355";2017-08-18;84;128.204761904762;10769.2
"356";2017-08-19;72;117.775972222222;8479.86999999999
"357";2017-08-20;68;115.110735294118;7827.52999999999
"358";2017-08-21;103;95.8811650485435;9875.75999999998
"359";2017-08-22;69;95.5542028985507;6593.24
"360";2017-08-23;94;100.837021276596;9478.67999999999
"361";2017-08-24;70;88.0902857142857;6166.32
"362";2017-08-25;77;104.801558441558;8069.71999999999
"363";2017-08-26;50;124.1612;6208.06
"364";2017-08-27;62;82.4377419354838;5111.14
"365";2017-08-28;82;172.389756097561;14135.96
"366";2017-08-29;80;164.10080827216;17845.08
"367";2017-08-30;100;155.81186044676;21554.2
"368";2017-08-31;103;147.522912621359;15194.86
"369";2017-09-01;98;187.872244897959;18411.48
"370";2017-09-02;55;188.645869358496;12115.65
"371";2017-09-03;84;189.419493819033;18742.44
"372";2017-09-04;93;190.19311827957;17687.96
"373";2017-09-05;83;132.019036144578;10957.58
"374";2017-09-06;86;204.128139534884;17555.02
"375";2017-09-07;59;189.411525423729;11175.28
"376";2017-09-08;59;85.9005084745762;5068.13
"377";2017-09-09;58;131.00775862069;7598.45
"378";2017-09-10;86;113.517325581395;9762.48999999999
"379";2017-09-11;106;154.620471698113;16389.77
"380";2017-09-12;115;109.206086956522;12558.7
"381";2017-09-13;122;134.081229508197;16357.91
"382";2017-09-14;94;123.761595744681;11633.59
"383";2017-09-15;93;113.369569892473;10543.37
"384";2017-09-16;65;198.940615384615;12931.14
"385";2017-09-17;78;193.341666666667;15080.65
"386";2017-09-18;103;140.080970873786;14428.34
"387";2017-09-19;87;120.428735632184;10477.3
"388";2017-09-20;96;117.281041666667;11258.98
"389";2017-09-21;93;120.381290322581;11195.46
"390";2017-09-22;76;109.469605263158;8319.68999999999
"391";2017-09-23;51;113.701764705882;5798.79
"392";2017-09-24;56;114.736071428571;6425.22
"393";2017-09-25;84;117.302380952381;9853.39999999999
"394";2017-09-26;101;118.821782178218;12001
"395";2017-09-27;71;135.371830985915;9611.39999999999
"396";2017-09-28;100;158.53;15853
"397";2017-09-29;71;146.264508196721;23144.36
"398";2017-09-30;61;133.999016393443;8173.94
"399";2017-10-01;73;145.874657534246;10648.85
"400";2017-10-02;91;157.528461538461;14335.09
"401";2017-10-03;111;160.274594594595;17790.48
"402";2017-10-04;71;135.237746478873;9601.87999999999
"403";2017-10-05;91;168.828791208791;15363.42
"404";2017-10-06;73;114.066301369863;8326.84
"405";2017-10-07;55;125.991818181818;6929.54999999999
"406";2017-10-08;49;147.662448979592;7235.46
"407";2017-10-09;110;166.556545454545;18321.22
"408";2017-10-10;107;165.814205607477;17742.12
"409";2017-10-11;104;129.44375;13462.15
"410";2017-10-12;72;135.017777777778;9721.27999999999
"411";2017-10-13;66;154.323636363636;10185.36
"412";2017-10-14;60;114.728666666667;6883.72
"413";2017-10-15;70;171.806;12026.42
"414";2017-10-16;117;171.975128205128;20121.09
"415";2017-10-17;146;118.234452054794;17262.23
"416";2017-10-18;93;125.051827956989;11629.82
"417";2017-10-19;110;133.154545454545;14647
"418";2017-10-20;66;181.345;11968.77
"419";2017-10-21;63;98.8115873015872;6225.12999999999
"420";2017-10-22;95;120.943789473684;11489.66
"421";2017-10-23;115;117.964347826087;13565.9
"422";2017-10-24;112;125.0625;14007
"423";2017-10-25;87;126.204942528736;10979.83
"424";2017-10-26;91;126.304725274725;11493.73
"425";2017-10-27;78;147.556538461538;11509.41
"426";2017-10-28;51;212.689607843137;10847.17
"427";2017-10-29;68;141.042058823529;9590.85999999999
"428";2017-10-30;82;134.211829268293;11005.37
"429";2017-10-31;104;147.019519230769;15290.03
"430";2017-11-01;69;178.408115942029;12310.16
"431";2017-11-02;78;174.520256410256;13612.58
"432";2017-11-03;85;128.190705882353;10896.21
"433";2017-11-04;82;152.960243902439;12542.74
"434";2017-11-05;83;100.746385542169;8361.94999999999
"435";2017-11-06;106;115.256603773585;12217.2
"436";2017-11-07;91;108.71945054945;9893.46999999999
"437";2017-11-08;114;113.623245614035;12953.05
"438";2017-11-09;115;128.944869565217;14828.66
"439";2017-11-10;105;103.992380952381;10919.2
"440";2017-11-11;93;172.759032258064;16066.59
"441";2017-11-12;96;109.910729166667;10551.43
"442";2017-11-13;120;110.588833333333;13270.66
"443";2017-11-14;109;129.492018348624;14114.63
"444";2017-11-15;120;105.394583333333;12647.35
"445";2017-11-16;140;118.254571428571;16555.64
"446";2017-11-17;121;122.537685950413;14827.06
"447";2017-11-18;85;149.964588235294;12746.99
"448";2017-11-19;75;121.6888;9126.65999999999
"449";2017-11-20;139;208.189352517986;14097.585
"450";2017-11-21;137;139.186204379562;19068.51
"451";2017-11-22;108;105.856574074074;11432.51
"452";2017-11-23;120.571428571429;168.687510917031;14861.03
"453";2017-11-24;133.142857142857;110.890027777778;18289.55
"454";2017-11-25;145.714285714286;112.410671641791;21718.07
"455";2017-11-26;158.285714285714;112.2615625;25146.59
"456";2017-11-27;170.857142857143;100.048510638298;23511.4
"457";2017-11-28;183.428571428571;116.54971291866;24358.89
"458";2017-11-29;196;98.0698979591837;19221.7
"459";2017-11-30;151;129.039271523179;19484.93
"460";2017-12-01;161;121.771925465839;19605.28
"461";2017-12-02;115;164.989217391304;18973.76
"462";2017-12-03;137;130.011678832117;17811.6
"463";2017-12-04;175;146.775714285715;25685.7500000001
"464";2017-12-05;151;121.824900662252;18395.56
"465";2017-12-06;157;137.689044585987;21617.18
"466";2017-12-07;125;119.718;14964.75
"467";2017-12-08;118;137.675084745763;16245.66
"468";2017-12-09;83;117.815421686747;9778.67999999999
"469";2017-12-10;103;148.203398058252;15264.95
"470";2017-12-11;160;125.018875;20003.02
"471";2017-12-12;170;118.040352941176;20066.86
"472";2017-12-13;116;129.055775862069;14970.47
"473";2017-12-14;96;110.838229166667;10640.47
"474";2017-12-15;98;140.432551020408;13762.39
"475";2017-12-16;68;168.569264705882;11462.71
"476";2017-12-17;78;146.283846153846;11410.14
"477";2017-12-18;117;124.42282051282;14557.47
"478";2017-12-19;98;105.457755102041;10334.86
"479";2017-12-20;77;157.998831168831;12165.91
"480";2017-12-21;103;122.132427184466;12579.64
"481";2017-12-22;73;126.791643835616;9255.78999999999
"482";2017-12-23;54;114.276666666667;6170.94
"483";2017-12-24;56.5;90.0197222222222;3240.71
"484";2017-12-25;59;91.9579661016949;5425.52
"485";2017-12-26;95;105.233263157895;9997.15999999999
"486";2017-12-27;77;88.4192207792207;6808.27999999999
"487";2017-12-28;78;96.8961538461538;7557.9
"488";2017-12-29;84;119.908333333333;10072.3
"489";2017-12-30;48;111.183333333333;5336.8
"490";2017-12-31;41;125.735853658537;5155.17
"491";2018-01-01;45;79.1715555555556;3562.72
"492";2018-01-02;127;100.826456692913;12804.96
"493";2018-01-03;142;117.746478873239;16720
"494";2018-01-04;150;124.1858;18627.87
"495";2018-01-05;120;109.198833333333;13103.86
"496";2018-01-06;137;119.657883211679;16393.13
"497";2018-01-07;131;141.183893129771;18495.09
"498";2018-01-08;170;123.63005882353;21017.11
"499";2018-01-09;142;97.9492957746477;13908.8
"500";2018-01-10;161;117.101739130435;18853.38
"501";2018-01-11;171;142.036959064328;24288.32
"502";2018-01-12;148;113.395202702703;16782.49
"503";2018-01-13;124;109.755161290322;13609.64
"504";2018-01-14;147;122.276258503401;17974.61
"505";2018-01-15;183;117.296065573771;21465.18
"506";2018-01-16;169;108.411775147929;18321.59
"507";2018-01-17;151;118.127880794702;17837.31
"508";2018-01-18;139;99.5339568345323;13835.22
"509";2018-01-19;142;115.288098591549;16370.91
"510";2018-01-20;101;108.685346534653;10977.22
"511";2018-01-21;131;93.7214503816793;12277.51
"512";2018-01-22;174;113.593793103448;19765.32
"513";2018-01-23;171;137.059707602339;23437.21
"514";2018-01-24;132;118.6675;15664.11
"515";2018-01-25;129;116.434341085271;15020.03
"516";2018-01-26;135;130.813925925926;17659.88
"517";2018-01-27;103;141.899223300971;14615.62
"518";2018-01-28;76;192.307105263158;14615.34
"519";2018-01-29;132;115.539924242424;15251.27
"520";2018-01-30;157;103.305286624204;16218.93
"521";2018-01-31;136;121.110220588235;16470.99
"522";2018-02-01;145;120.857793103448;17524.38
"523";2018-02-02;108;120.101666666667;12970.98
"524";2018-02-03;94;89.6930851063829;8431.14999999999
"525";2018-02-04;113;105.148230088495;11881.75
"526";2018-02-05;152;133.74625;20329.43
"527";2018-02-06;153;122.904117647059;18804.33
"528";2018-02-07;121;114.826776859504;13894.04
"529";2018-02-08;117;130.66547008547;15287.86
"530";2018-02-09;108;130.888703703704;14135.98
"531";2018-02-10;113;114.217787610619;12906.61
"532";2018-02-11;92;146.39;13467.88
"533";2018-02-12;120;83.2002499999999;9984.02999999999
"534";2018-02-13;107;106.908504672897;11439.21
"535";2018-02-14;173;110.013005780347;19032.25
"536";2018-02-15;160;109.5195;17523.12
"537";2018-02-16;121;105.938760330578;12818.59
"538";2018-02-17;94;126.505638297872;11891.53
"539";2018-02-18;109;86.8853211009173;9470.49999999999
"540";2018-02-19;146;87.3115753424657;12747.49
"541";2018-02-20;143;107.50027972028;15372.54
"542";2018-02-21;135;114.788074074074;15496.39
"543";2018-02-22;163;102.884171779141;16770.12
"544";2018-02-23;107;118.134953271028;12640.44
"545";2018-02-24;87;118.883678160919;10342.88
"546";2018-02-25;125;106.0156;13251.95
"547";2018-02-26;167;153.119221556886;25570.91
"548";2018-02-27;174;127.529827586207;22190.19
"549";2018-02-28;177;136.773050847458;24208.83
"550";2018-03-01;170;137.271764705883;23336.2
"551";2018-03-02;142;119.647112676056;16989.89
"552";2018-03-03;110;125.043363636363;13754.77
"553";2018-03-04;145;142.147103448276;20611.33
"554";2018-03-05;157;139.649681528663;21925
"555";2018-03-06;150;128.945666666667;19341.85
"556";2018-03-07;160;148.724;23795.84
"557";2018-03-08;140;110.778714285714;15509.02
"558";2018-03-09;128;115.120390625;14735.41
"559";2018-03-10;105;128.972285714286;13542.09
"560";2018-03-11;111;151.356036036036;16800.52
"561";2018-03-12;149;126.288859060403;18817.04
"562";2018-03-13;132;136.375833333333;18001.61
"563";2018-03-14;119;108.504621848739;12912.05
"564";2018-03-15;175;145.039257142857;25381.87
"565";2018-03-16;151;122.967152317881;18568.04
"566";2018-03-17;95;117.427368421053;11155.6
"567";2018-03-18;108;168.506481481481;18198.7
"568";2018-03-19;184;124.742065217391;22952.54
"569";2018-03-20;169;109.582189349112;18519.39
"570";2018-03-21;155;146.920387096775;22772.66
"571";2018-03-22;147;109.652040816326;16118.85
"572";2018-03-23;124;124.182903225806;15398.68
"573";2018-03-24;97;126.717010309278;12291.55
"574";2018-03-25;96;125.424375;12040.74
"575";2018-03-26;134;111.958582089552;15002.45
"576";2018-03-27;148;133.511216216216;19759.66
"577";2018-03-28;132;104.022954545454;13731.03
"578";2018-03-29;107;169.872897196262;18176.4
"579";2018-03-30;75;131.717466666667;9878.80999999999
"580";2018-03-31;109;137.778256880734;15017.83
"581";2018-04-01;115;131.331478260869;15103.12
"582";2018-04-02;169;137.387396449704;23218.47
"583";2018-04-03;138;135.257463768116;18665.53
"584";2018-04-04;126;152.256904761905;19184.37
"585";2018-04-05;146;134.189178082192;19591.62
"586";2018-04-06;104;152.220384615385;15830.92
"587";2018-04-07;99;140.029494949495;13862.92
"588";2018-04-08;77;119.178961038961;9176.77999999999
"589";2018-04-09;128;211.32859375;27050.06
"590";2018-04-10;123;143.508617886179;17651.56
"591";2018-04-11;153;141.609803921569;21666.3
"592";2018-04-12;132;134.503484848485;17754.46
"593";2018-04-13;104;146.899326923077;15277.53
"594";2018-04-14;91;117.69032967033;10709.82
"595";2018-04-15;140;124.942071428571;17491.89
"596";2018-04-16;156;128.290064102564;20013.25
